反正我从来不看直播带货，也不会被主播吐槽 一个天天高强度直播的人，看到粉丝说几十块的东西贵，就理所当然的来了一句，买不起是因为你们工作不努力，然后这句话就犯众怒了，其实大家都努力了但也没挣到啥钱，说白了消费降级了，白天被领导骂，回家被父母骂，晚上还要让你带货主播骂，凭什么天天累的狗一样，还要被你一个八竿子打不着的主播说不努力 
越认真工作工资越高的话，那最有钱的群体应该是农民和工人，真是站着说话不腰疼 ​
让我想到去年双十一，因为我的添可卖的比他便宜，他的公司举报删我贴，找品牌方限制我断绝跟我的合作。以前还有那个女人跟她抗衡，现在却没有了，膨胀了飘了。花西子本来就是特别贵，现在大家经济水平不行，是我们认真工作，工资才会涨的吗？   看看现在的股市行情，是我们有钱想买就能买的吗？ 
一年前还在直播间说要理性消费量力而行，一年后说工资这么多年没涨找找自己的原因，有没有认真工作不知道是因为自己出事还可以东山再起并且完全一家独大所以飘了失去共情力了，还是懒得装那个为直播间mm考虑的人设了 ​
这段发言真的炸裂，阴阳打工人不努力工作工资少是我万万没想到的角度。行业垄断真的容易出事，以为自己无法无天了比明星还大排了，等着吧估计晚上就嘴里骂骂咧咧的发个道歉声明出来，以后还是会有人照样买单   ​
消费者可以质疑价格推销者也可以维护品牌但是推销者凭啥可以对消费者的人生工作指手画脚啊在高贵什么啊天天反思反思我到底要反思什么啊不涨工资就等于我没努力工作是吧累死累活被工作榨干还要被pua不努力好好好又开始帮资本主义说话喽 ​
跟买不买花西子，便宜还是贵有啥关系，什么叫这么多年了工资涨没涨，要找自己的问题，有没有认真工作啊？谁买不起个眉笔啊，去直播间多半是为了优惠才问，反手一波批判消费者，很难评…  ​
我记得以前李佳琦还常说“猪猪女孩买这个大碗便宜又好用”“大家量力而行”，很为不同收入的女生考虑产品，怎么现在开始嫌弃大家不努力买不起他的货了，他的客户还是“所有女生”吗？ ​
李佳琦直播时看到弹幕说花西子眉笔越来越贵了。李佳琦：“哪里贵了，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作。”“反正以前李佳琦的状态是完全不在，导致现在完全就是什么都不能说。咱们就做一个圆滑的人吧，好像也不是一件好事” ​
品牌定价本来就是有品牌考量，但是李佳琦力挺完一句“这么多年了工资涨没涨，要找自己的问题，有没有认真工作”，才是大家炸点  ​
买之前质 疑 价 格 不是很正常吗？李佳琦身为一个主播让普通人反思赚的💰涨不涨，这是他一个主播应该去做的事情吗？是不是被捧的太高了啊，忘记自己赚这么多靠的是谁了？  ​
带货的diss消费者，影视从业者爱甩锅观众，还都是208W ​
李佳琦 就是说有什么人也不需要代入自己，难道他不是在怼黑粉。 ​
被助播的表情笑到，感觉她都想去捂李佳琦的嘴了 ​
“有的时候（找找）自己的原因，这么多年了，工资涨没涨？有没有认真工作？好吗？”让我们把今天教师节的祝福送给李佳琦！ ​
网友说花西子的眉笔越来越贵了，李佳琦反问“哪里贵了？这么多年都是这个价格，不要睁着眼睛乱说，国货品牌很难的......有的时候找找自己原因，这么多年了工资涨没涨，有没有认真工作，好不好？”  ​
今日，围绕“一支眉笔79元贵还是不贵”问题，知名主播李佳琦被网友吐槽。事情始发于李佳琦直播间中，网友吐槽某品牌越来越贵，李佳琦回复“不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？”  这段话引发网友热议。随着生活质量的日渐提升，人们对美妆以及护肤产品的使用也大大提升。对部分人来说，美妆以及护肤产品的价格并不便宜，知名品牌的更是价格高昂。 聊聊看，你每年大概花多少钱在美妆护肤上？ 你每年大概花多少钱在美妆护肤上？ 
人不该 或许不能打工人的心痛了一下我那根花西子的眉笔用两年了想换个新的一直舍不得这点我呢 ​
李佳琦带货花西子眉笔，被直播间网友嫌贵，然后直播说：「哪里贵了，这么多年一直这个价，国货品牌很难」......「有时候找找自己的原因，这么多年了工资涨没涨，有没有认真工作。」旁边的主播听到最后这句话的时候，是这个表情，整个吓到了。  ​
李佳琦 好了老李头，你是冤枉的，但是也不冤明明自己都知道每年大促要来的时候到处都有各种声音，你还是要给弹幕区眼神，说那么多只会说多错多啊知不知道！话说回来，眉笔我没用过很贵的，9.9元的我买过，太难用，ZA的用户名很多年，在屈臣氏从69买到79，一支也只有100mg（0.1g）。后来在直播间一直买花西子也用习惯了，79三支可以用很久很久，性价比很高了 
话里话外有一种你穷所以你觉得贵的感觉，明明也是从底层柜哥做起来的，爬上去成了资本家后就开始站在最高点俯视鄙视指责底层，卖个货你还pua上了，口口声声国货难，老百姓上班打工就不难了？税务和去年被封都能全身而退让你飘上天了吧？ ​​​ 
 还怪大牌的“有时候找找自己的原因，这么多年了工资涨没涨，有没有好好工作”还关心起别人的工作起来了？  ​
李佳琦应该忘记了最早路边直 播时的穷日子了！现在一支眉笔79，网友质疑贵，李佳琦就怼网友反省自己的原因。所以啊，这些带货网红和明星根本理解不了普通人的生活压力，失业率有多高，他们一天挣的钱可能是很多人一辈子都挣不了的，就这样他们还不知足，还偷s漏s，这些人真不能太捧了！ 
蛮唏嘘的，李佳琪火起来是因为他认真选品和给消费者争取优惠，这个人虽然大家都知道他赚了很多钱，但也还是感觉一直跟消费者站在一起的，然后他现在用那样的表情说出跟资/本家一样的话，感觉像伪装者露出了獠牙一样的…非常让人不适.. ​
 他能说这话，挺合理的，毕竟也不是第一次翻车飘太久忘了以前做柜员赚多少的日子，从前开H腔不尊重女性，现在不尊重消费者“所有女生”？“所有被我cpu的钱包”吧 ​
 看了视频感觉他就是心情很差，有点要发狂的意思。所以我一直提醒自己一定要保持情绪稳定，可以对空气发癫，但绝对不能对人发癫，尤其是客户（买家），自己是要赚人家钱的，保持一个态度是必须的，在“工作场景”下绝对不能因为一时情绪不好就口不择言。 ​
李佳琦你要不听听你在说什么为什么要pua消费者啊花西子营销满天，除了搞得像工艺品一样，没几个好用的东西还卖的死贵死贵的，你在高贵什么啊资本家都疯了吗 ​
有些“明星”红了就容易飘，说话不过脑子，脱离普通老百姓太久了。看了看直播回放，都直接内涵消费者了。还叫消费者自己找原因，反思一下，什么玩意嘛。现在这个社会不是努力就能赚钱的，更多的是看机会。而且牌子贵了还不让说，怎么好意思说现在的国货品牌很难做的，他再难能有普通老百姓活着难？中国人这一生还要反思多少次？  
这事最大的问题不是花东子究竟是900块 1g还是送了2个替换装280 1g（哇，比黄金便宜惹，我是不是还要给品牌说谢谢？）而是➕7怼消费者了，指责消费者买不起觉得贵是因为不努力，这就是典型的吃碗面反碗底。以前：给大家带来更多的优惠现在：觉得贵你反思一下你自己🙄️前几年经济好的时候大家都觉得钱不是钱，使劲买，消费主义大行其道，我还得劝大家理智购物，按需购买，现在我都不用讲了，大家都是被动极简主义者了，紧紧巴巴地过日子。这时候消费者对价格更敏感，整体感觉物品比之前贵，完全是正常的。乘着经济发展，消费主义，互联网生态发展的东风日赚208，那么快就忘本了。PS.经过这么多年的发展品牌都是控价的，你能在所有地方看到的“优惠价”都差不得多少，不可能永远给某个直播间或博主比其他渠道更便宜的价格，这就是渠道和品牌之争。如果真的要买，多去支持你喜欢的博主吧，起码不用抢。 
广大消费者们能不能不去他直播间买东西啊商家能不能把优惠直接给消费者啊，非得让他中间商赚差价啊  人家现在可是日入208万了 开始瞧不起普通人群了😫 ​
 李佳琦当天直播里回应了怼网友：我们就做一件事情圆滑，导致现在我完全就是什么都不能说  ​
我有时候在想大主播是不是会飘🙊觉得网友都是冲着自己才买的，说话开始不过大脑。我之前看珍珠直播，有个主播态度超差网友点菜看澳白他问人家买得起吗看看看，看了又不买浪费时间🙊🙊🙊但是粉丝还是暴多🙊🙊我不明白🙊🙊🙊 ​
 立场错了，身为头部主播公开站的永远是消费者，消费者的捧场把你捧到了一年赚几个亿的阶层。这几年整个市场经济下行，普通打工人别说工资涨不涨了，不被裁都是幸运了 ​
很懂这个表情，就是我领导开会突然发疯，我又看戏又害怕（这个是李佳琦直播间的助播，里看到的 ​
这嘴脸，这白眼，不知道的还以为普通打工人去他面前讨饭了  ​
let's 学新“李”语嚯哈哈哈哈，小小红书上看到的，好有才 ​
是不是飘了？现在除了啃老族还能消费得起，不涨工资的老百姓有多难，你知道吗 ​
李佳琦在花西子那个发言就挺能说明问题的，任何人都挺难做到不沾沾自喜于自己的成就。四年前你讲这个话别人可能觉得你在开玩笑，大家长语重心长作风嘛，四年后经济不景气，就业率都不咋好看的社会环境之下还敢这么何不食肉靡，上升通道被关闭，阶层固化那么严重，你别问工资涨没涨了，你就问有几个人找不到工作，还来一句“找找自己的原因”，他知不知道他要冒犯多少人 
这事吧，我觉得你作为一个带货主播，正确的做法应该是耐心点给网友解释，原材料工艺什么的确是物有所值。但是怼一句“这么多年了工资涨没涨，要找自己的问题，有没有认真工作”就非常刺耳了。也说明“共情”真的是一种稀缺的能力。认真工作就一定涨工资么？稍微有一点社会经验都会笑而不语。网络主播赶上时代的风口实现个人的逆袭固然值得尊敬，但是自己刚脱离底层就这样指责其他人“不努力”，真的只是沐猴而冠而已了。 
这么多年工资没涨的原因我觉得是明星网红们税没缴够你觉得呢？轮得到你说打工人吗？没有打工人我看你去哪里卖东西？ ​
好一个资本家嘴脸。。。。消费者把他捧起来的，现在又开始让消费者反思自己是不是不够努力赚钱少了 ​
花西子眉笔vs植村秀眉笔4g（¥200-230）vs240mg（ ¥79）核算下来，为啥要支持它啊？不买就是不支持国货，还要被吐槽工作不努力？大多是打工人不是资本家，衡量性价比很合理吧 ​
红了，发财了，飘了，开始看不起捉襟见肘的底层人民了，可预见的未来——慢慢跌落神坛。本身也是撑不起大财的面相，财来财去过眼云烟而已。 ​
李佳琦在直播间回应某产品涨价问题时说：有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？对此，你怎么看？ 对此，你怎么看？ ​
牛哇，79块0.08g我都以为我看错了小数点，黄金现在上涨也才多少钱一克啊 ​
一直是李佳琦的购物粉，看他好多年了，还记得他停播那么久又复播后我当时有多开心。但刚看完视频突然感觉，人真的是会变的，有钱有名脱离普通民众太久之后，就会看不上原本支持他喜欢他的普通人，会变得刻薄变得功利，会不知不觉站队在资本那边。很多人跟着你买东西真的是因为你的个人魅力吗，还不是你直播间价格更便宜，如果大家真是有钱人又何必为了省几十几百块在你直播间蹲优惠，一边靠着普通人的支持火起来一边让普通人反思为什么穷为什么赚不到钱，这和端起碗吃饭放下碗骂娘有什么区别。而且平均每克笔芯几百近千元的眉笔，说一句贵过分吗？国内月工资没超五千的人还有很多吧，是他们不想赚钱吗，是他们不努力吗，你成功之后当然可以认为努力就会有收获，你每个月赚几千万甚至上亿确实是你的本事，但这不能成为你diss他们说他们穷是因为不努力的理由。因为踩上风口飞起来却误以为是自己努力换来结果的人，终有一天风停了，你也会摔下来。 
自成立以来，花西子充分将国潮元素融入品牌，玩转国风营销的同时，借势李佳琦直播间，一度成为国潮品牌崛起的典范。但另一方面，其却在散粉、卸妆油、眼影上频频翻车。花西子重推的东方妆奁礼盒还在小红书上“气哭了”众多女生。古风高端玩明白了的花西子，现代高端貌似还有点欠缺。作为一款新兴的国货品牌，花西子在价格上走的是亲民路线，定价主要在100-300元，这个价格也意味着，其不属于高端美妆范畴。似乎，花西子也意识到了这一点，不想再打价格战了，以其在去年的双十一大促中的“摆烂”行为可见一斑。李佳琦曾在直播中力挺花西子，有弹幕说越来越贵了。李佳琦表示，不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？不但不愿意再压低价格，花西子还想在客单价上再做突破，“为什么中国品牌只能卖便宜的价格？我们要打破价格天花板。”花西子联合创始人飞慢此前在接受媒体专访时表示，花西子想要生产出高创造能力、高技术和高投入的产品，必须要逃离低价竞争。花西子打破价格天花板的做法，首先选择了日本市场践行。花西子的粉饼产品在日本的定价在300元左右，价格直追香奈儿粉饼类产品。在国内，其也在想方设法在客户已经习惯的价格体系基础上提升客单价，比如，520节点推出同心齐眉套装，618与年货节都推出东方佳人妆奁，价位从520到1314不等，通过组合类商品去提升客单价，只不过，国内客户并不买单。靠着这些礼盒，花西子在小红书上“黑红”了一把，很多收到礼盒的女生直呼“哭晕在厕所”，大家吐槽的点主要在形式设计上的浮夸且毫无性价比，同等金额宁愿收到一个高端大牌的单品了。奇怪的是，抛开性价比不说，东方妆奁的礼盒背后同样是一个关于国风的唯美故事，礼盒里里外外设计也紧贴“国风”，为何这一次的国风只能戳中直男的心，在女生这里不灵了呢？对此，你怎么看？（综合界面新闻） ？ 
一只眉笔79你确定不贵？这话是对消费者还是对自己？什么叫工资没涨，找找自己原因？难道工资不是老板说了算？是我不想涨吗？我们又不是208，真是站着说话不腰疼 ​
李佳琦刚火的时候给我一种平替何老师的感觉蛮亲切，后来越来越一脸尖酸刻薄市侩相，我何真是难得的妙人儿 ​
花西子就是很贵啊……真的很贵，眉笔堪比黄金……我非常乐意支持国货买优秀品质的国货，但你们宣传的时候能不能不要忽略克数去打“便宜不贵”的旗号 ​
这是什么嘴脸？装都不装了吗？这真的不是在pua消费者吗？p.s. 看到网友晒的眉笔比价，花西子真的 ​
